name,male,female,related
Laura,1,1,"Laureen,Laurene,Lauretta,Laurie,Laurita,Lavra,Lora,Loreen,Lorene,Loretta,Lori,Lorie,Lorinda,Lorri,Lorrie"
Lauraine,0,1,"Laraine,Loraine,Lorayne,Lori,Lorie,Lorraine,Lorri,Lorrie"
Laure,0,1,"Laurette,Laurine,Lorette"
Laureen,0,1,"Laura,Laurene,Laurie,Lora,Loreen,Lorene,Loretta,Lori,Lorie,Lorinda,Lorri,Lorrie"
Laurel,1,1,
Lauren,1,1,"Larrie,Larry,Laurence,Laurie,Lauryn,Lawrence,Laz,Loren,Lorena,Lorin"
Laurena,0,1,"Lauren,Lauryn,Loren,Lorena,Lorin"
Laurence,1,1,"Larrie,Larry,Lauren,Laurie,Lawrence,Lawrie,Laz,Loren,Lorin"
Laurene,0,1,"Laura,Laureen,Laurie,Lora,Loreen,Lorene,Loretta,Lori,Lorie,Lorinda,Lorri,Lorrie"
Laurent,1,0,
Lauretta,0,1,"Laura,Loretta"
Laurette,0,1,"Laure,Laurine,Lorette"
Lauri,1,1,
Laurie,1,1,"Larrie,Larry,Laura,Laureen,Lauren,Laurence,Laurene,Lawrence,Laz,Lora,Loreen,Loren,Lorene,Loretta,Lori,Lorie,Lorin,Lorinda,Lorri,Lorrie"
Laurinda,0,1,"Laura,Laureen,Laurene,Laurie,Lora,Loreen,Lorene,Loretta,Lori,Lorie,Lorinda,Lorri,Lorrie"
Laurine,0,1,"Laure,Laurette,Lorette"
Laurissa,0,1,"Laura,Laureen,Laurene,Laurie,Lora,Loreen,Lorene,Loretta,Lori,Lorie,Lorinda,Lorri,Lorrie"
Laurita,0,1,Laura
Lauro,1,0,
Lauryn,1,1,"Lauren,Loren,Lorena,Lorin"
Lavena,0,1,"Lavina,Vinnie"
Lavender,0,1,
Lavern,1,1,
Laverna,0,1,
Laverne,1,1,
Lavina,0,1,Vinnie
Lavinia,0,1,
Lavone,1,1,"Evonne,Lavonne,Yvonne"
Lavonne,1,1,"Evonne,Yvette,Yvonne"
Lawanda,1,1,
Lawrence,1,1,"Larrie,Larry,Lauren,Laurence,Laurie,Lawrie,Laz,Loren,Lorin"
Lawson,1,1,
Layla,1,1,"Laila,Leila,Lela,Leyla,Lila,Lilah,Lyla,Lylah"
Layne,1,1,Lane
Layton,1,1,
Lazar,1,0,
Lazaro,1,0,
Lazarus,1,0,
Lazer,1,0,
Lea,1,1,"Ea,Leah"
Leah,1,1,Lea
Lean,1,1,
Leana,0,1,
Leander,1,1,Leandros
Leandra,1,1,
Leandre,1,1,
Leandro,1,0,
Leane,0,1,
Leann,1,1,
Leanna,1,1,"Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Eliza,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Elsie,Elyse,Gillian,Jillian,Juliana,Julianna,Julianne,Leesa,Liana,Libbie,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lilly,Lily,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Lyanna,Tetty"
Leanne,0,1,
Leanora,0,1,"Elea,Eleanor,Eleanora,Eleanore,Elenora,Elinor,Ella,Elle,Ellie,Elly,Elnora,Lenora,Lenore,Nell,Nelle,Nonie,Nora,Norah,Noreen,Norene"
Lear,1,1,Leir
Leatrice,0,1,
Lebron,1,0,
Lecia,0,1,"Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Felicia,Lesia,Letitia,Lettice,Lisha,Lyssa,Tisha,Titty"
Leda,0,1,
Lee,1,1,
Leeann,0,1,
Leela,0,1,Lila
Leena,0,1,"Elena,Eliina,Elina,Ella,Heleena,Helena,Heli,Matleena"
Leesa,0,1,"Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Eliza,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Elsie,Elyse,Libbie,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillian,Lilliana,Lillie,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Tetty"
Leevi,1,0,
Legend,1,1,
Lei,1,1,
Leia,0,1,Lia
Leif,1,1,
Leigh,1,1,
Leighton,1,1,
Leila,1,1,"Laila,Layla,Lela,Leyla,Lila,Lilah,Lyla,Lylah"
Leilah,0,1,"Laila,Layla,Leila,Lela,Leyla,Lila,Lilah,Lyla,Lylah"
Leilani,1,1,
Leith,1,1,
Lejla,0,1,
Lela,1,1,"Laila,Layla,Leila,Leyla,Lila,Lilah,Lyla,Lylah"
Leland,1,1,
Lelia,0,1,
Lemuel,1,0,
Len,1,1,"Lenard,Lennie,Lenny,Leonard"
Lena,1,1,"Alena,Aliona,Alyona,Alyonka,Elena,Eleni,Elin,Elina,Ella,Ellen,Elna,Helen,Helena,Helene,Helenka,Hella,Helle,Hellen,Leni,Linn,Maddalena,Magda,Magdalen,Magdalena,Magdalene,Magdalini,Malena,Malene,Malin,Yelena"
Lenard,1,1,"Len,Lennie,Lenny,Leonard"
Leni,1,1,"Alena,Elena,Ella,Helena,Helene,Hella,Lena,Lene,Magda,Magdalena,Magdalene"
Lenn,1,1,"Lennart,Leonard"
Lennard,1,0,
Lennie,1,1,"Len,Lenard,Lenny,Leonard"
Lennon,1,1,
Lennox,1,1,
Lenny,1,1,"Len,Lenard,Lennie,Leonard"
Lenora,1,1,"Elea,Eleanor,Eleanora,Eleanore,Elenora,Elinor,Ella,Elle,Ellie,Elly,Elnora,Lenore,Nell,Nelle,Nonie,Nora,Norah,Noreen,Norene"
Lenore,1,1,"Elea,Eleanor,Eleanora,Eleanore,Elenora,Elinor,Ella,Elle,Ellie,Elly,Elnora,Lenora,Nell,Nelle,Nellie,Nelly,Nora,Norah"
Lenox,1,1,
Leo,1,1,
Leocadia,0,1,
Leola,1,1,
Leon,1,1,"Leontios,Leontius"
Leona,1,1,Leone
Leonard,1,1,"Len,Lenard,Lenn,Lennart,Lennie,Lenny,Leonhard"
Leonarda,0,1,
Leonardo,1,1,
Leone,1,1,Leona
Leonel,1,1,
Leonia,0,1,
Leonidas,1,0,
Leonie,0,1,
Leonor,1,1,
Leonora,0,1,"Eleonora,Nora,Norina"
Leonore,0,1,"Eleonora,Eleonore,Ella,Lore"
Leontine,0,1,
Leopold,1,0,Poldi
Leopoldo,1,0,
Lera,0,1,Valeriya
Leroy,1,1,
Les,1,1,Lester
Lesia,0,1,"Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Lisha,Lyssa"
Lesley,1,1,
Leslie,1,1,"Lesly,Lessie"
Lesly,1,1,"Leslie,Lessie"
Lessie,1,1,"Leslie,Lesly"
Lester,1,1,Les
Leta,0,1,
Letha,1,1,"Aletha,Alethea"
Leticia,1,1,
Letitia,0,1,"Lettice,Lettie,Letty,Tisha,Titty"
Lettie,0,1,"Letitia,Lettice,Letty"
Letty,0,1,"Letitia,Lettice,Lettie"
Lev,1,1,
Levan,1,0,
Levi,1,1,
Levin,1,1,
Levon,1,1,
Lew,1,1,"Lewis,Louis"
Lewis,1,1,"Lew,Lou,Louie,Louis"
Lex,1,1,"Al,Alec,Alex,Alexander,Sander,Sandy,Xander,Zander"
Lexa,0,1,"Alex,Alexa,Alexandra,Alexandrea,Alexandria,Alexina,Ali,Allie,Ally,Lexi,Lexie,Lexine,Lexy,Sandie,Sandy,Zandra"
Lexi,0,1,"Alex,Alexa,Alexandra,Alexandrea,Alexandria,Alexia,Alexina,Alexis,Alexus,Ali,Allie,Ally,Lexa,Lexia,Lexie,Lexine,Lexus,Lexy,Sandie,Sandy,Zandra"
Lexia,0,1,"Alexia,Alexina,Alexis,Alexus,Lexi,Lexie,Lexine,Lexus,Lexy"
Lexie,1,1,"Alex,Alexa,Alexandra,Alexandrea,Alexandria,Alexia,Alexina,Alexis,Alexus,Ali,Allie,Ally,Lexa,Lexi,Lexia,Lexine,Lexus,Lexy,Sandie,Sandy,Zandra"
Lexus,1,1,"Alexia,Alexina,Alexis,Alexus,Lexi,Lexia,Lexie,Lexine,Lexy"
Lexy,0,1,"Alex,Alexa,Alexandra,Alexandrea,Alexandria,Alexia,Alexina,Alexis,Alexus,Ali,Allie,Ally,Lexa,Lexi,Lexia,Lexie,Lexine,Lexus,Sandie,Sandy,Zandra"
Leyla,0,1,"Laila,Layla,Leila,Lela,Lila,Lilah,Lyla,Lylah"
Leyton,1,1,
Lia,1,1,"Cora,Cornelia,Corrie,Corry,Julia,Juul,Kornelia,Leia,Lieke,Neeltje,Nele,Nelly,Rosalia"
Liam,1,1,"Lyam,Uilleag,Uilliam,Ulick,William"
Lian,1,1,"Julian,Kilian"
Liana,0,1,"Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Eliana,Eliza,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Elsie,Elyse,Gillian,Giuliana,Iuliana,Jillian,Juliana,Julianna,Julianne,Leanna,Leesa,Libbie,Libby,Liddy,Lilia,Lílian,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lilly,Lily,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Lyanna,Tetty"
Liane,0,1,"Juliana,Juliane"
Lianne,0,1,Leanne
Liat,0,1,
Liba,0,1,Leeba
Libbie,0,1,"Bella,Belle,Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Eliza,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Elsie,Elyse,Ibbie,Isabel,Isabella,Issy,Izabelle,Izzy,Leesa,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Tetty"
Libby,1,1,"Bella,Belle,Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Eliza,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Elsie,Elyse,Ibbie,Isabel,Isabella,Issy,Izabelle,Izzy,Leesa,Libbie,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Tetty"
Liberty,1,1,
Liborio,1,0,
Lida,0,1,
Lidia,0,1,Lidka
Liem,1,0,
Lien,1,1,"Carla,Carlijn,Carola,Carolien,Karlijn,Paulien"
Liesel,0,1,"Bettina,Elisa,Elisabeth,Elise,Ella,Elli,Elsa,Else,Ilsa,Ilse,Lies,Liesa,Liese,Liesl,Lili,Lilli,Lisa,Lisbeth"
Liesl,0,1,"Bettina,Elisa,Elisabeth,Elise,Ella,Elli,Elsa,Else,Ilsa,Ilse,Lies,Liesa,Liese,Liesel,Lili,Lilli,Lisa,Lisbeth"
Ligia,0,1,
Lila,1,1,"Laila,Layla,Leela,Leila,Lela,Leyla,Lilah,Lyla,Lylah"
Lilah,0,1,"Laila,Layla,Leila,Lela,Leyla,Lila,Lyla,Lylah"
Lili,0,1,"Babette,Bettina,Elisa,Élisabeth,Elisabeth,Élise,Elise,Ella,Elli,Elsa,Else,Ilsa,Ilse,Juli,Júlia,Juliska,Karola,Karolina,Lies,Liesa,Liese,Liesel,Liesl,Liliána,Liliane,Lilianne,Lilien,Lilli,Lisa,Lisbeth,Lise,Lisette"
Lilia,1,1,"Liana,Liliana,Liliya,Lilya"
Lilian,0,1,"Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Eliza,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Elsie,Elyse,Leesa,Libbie,Libby,Liddy,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lilly,Lily,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Tetty"
Liliana,1,1,"Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Eliza,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Elsie,Elyse,Leanna,Leesa,Liana,Libbie,Libby,Liddy,Lilia,Lílian,Lilian,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lilly,Lily,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Lyanna,Tetty"
Liliane,0,1,"Lili,Lilianne"
Lilianna,0,1,"Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Eliza,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Elsie,Elyse,Leanna,Leesa,Liana,Libbie,Libby,Liddy,Lilian,Liliana,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lilly,Lily,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Lyanna,Tetty"
Lilianne,0,1,"Lili,Liliane"
Lilibeth,0,1,"Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Eliza,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Elsie,Elyse,Leesa,Libbie,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lillia,Lillian,Lilliana,Lillie,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Tetty"
Lilith,0,1,
Lilla,0,1,"Lídia,Lívia"
Lilli,0,1,"Bettina,Eli,Elisa,Elisabet,Elisabeth,Elise,Ella,Elli,Elsa,Else,Ilsa,Ilse,Julia,Julie,Lies,Liesa,Liese,Liesel,Liesl,Lili,Lilja,Lilly,Lis,Lisa,Lisbet,Lisbeth,Lise,Liss,Lissi"
Lillia,0,1,"Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Eliza,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Elsie,Elyse,Leanna,Leesa,Liana,Libbie,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillian,Lilliana,Lillie,Lilly,Lily,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Lyanna,Tetty"
Lillian,1,1,"Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Eliza,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Elsie,Elyse,Leanna,Leesa,Liana,Libbie,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lilliana,Lillie,Lilly,Lily,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Lyanna,Tetty"
Lilliana,0,1,"Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Eliza,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Elsie,Elyse,Leanna,Leesa,Liana,Libbie,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lillie,Lilly,Lily,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Lyanna,Tetty"
Lillie,1,1,"Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Eliza,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Elsie,Elyse,Leanna,Leesa,Liana,Libbie,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lilly,Lily,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Lyanna,Tetty"
Lilly,1,1,"Eli,Elisabet,Elisabeth,Elise,Ella,Elsa,Else,Elsie,Leanna,Liana,Lilian,Liliana,Lilianna,Lilli,Lillia,Lillian,Lilliana,Lillie,Lily,Lis,Lisa,Lisbet,Lisbeth,Lise,Liss,Lissi,Lyanna"
Lily,1,1,"Leanna,Liana,Lilian,Liliana,Lilianna,Lillia,Lillian,Lilliana,Lillie,Lilly,Lyanna"
Lilyana,0,1,Liliya
Lin,1,1,Lim
Lina,1,1,"Adèle,Adélie,Adeline,Aline,Amélie,Angela,Angelina,Aude,Cari,Carla,Carola,Carole,Carolin,Carolina,Caroline,Carrie,Carry,Catalina,Émeline,Evangelina,Evelina,Ina,Inja,Karola,Karolina,Karoline,Karrie,Line,Lyna,Michela,Michelina,Nicoletta,Nicolina,Paolina,Paulina,Rosalina"
Lincoln,1,1,
Linda,1,1,"Linde,Lindy,Linette,Linn,Linnie,Linza,Lyn,Lynda,Lynette,Lynn,Lynne,Lynnette"
Linden,1,1,
Lindon,1,0,
Lindsay,1,1,"Lindsey,Linsey,Lyndsay,Lyndsey,Lynsey"
Lindsey,1,1,"Lindsay,Linsey,Lyndsay,Lyndsey,Lynsey"
Lindsie,0,1,"Lindsay,Lindsey,Linsey,Lyndsay,Lyndsey,Lynsey"
Lindy,1,1,"Linda,Linnie,Lyn,Lynda,Lynette,Lynn,Lynne,Lynnette"
Linette,0,1,"Linda,Lindy,Linnie,Lyn,Lynda,Lynette,Lynn,Lynne,Lynnette"
Linford,1,0,
Linh,1,1,
Linn,1,1,"Lena,Linda,Linnéa,Linnea,Magda,Magdalena,Malena,Malene,Malin,Nea"
Linnea,0,1,"Linn,Linnéa,Nea,Neea"
Linnette,0,1,"Linda,Lindy,Linette,Linnie,Lyn,Lynda,Lynette,Lynn,Lynne,Lynnette"
Linnie,1,1,"Linda,Lindy,Lyn,Lynda,Lynette,Lynn,Lynne,Lynnette"
Lino,1,1,"Angelino,Angelo,Angiolo,Natale,Natalino,Pasquale,Pasqualino"
Linsay,0,1,"Lindsay,Lindsey,Linsey,Lyndsay,Lyndsey,Lynsey"
Linsey,1,1,"Lindsay,Lindsey,Lyndsay,Lyndsey,Lynsey"
Linton,1,0,
Linus,1,0,Linos
Linwood,1,1,
Linzi,0,1,"Lindsay,Lindsey,Linsey,Lyndsay,Lyndsey,Lynsey"
Lionel,1,1,"Léon,Léonce,Léonel"
Lior,1,1,
Liora,0,1,Liorit
Lisa,1,1,"Bess,Bessie,Beth,Betje,Betsy,Bette,Bettie,Bettina,Betty,Bettye,Buffy,Eli,Elisa,Elisabet,Elisabeth,Elisabetta,Elise,Eliza,Elizabeth,Ella,Elle,Elli,Ellie,Elly,Els,Elsa,Else,Elsie,Elsje,Elyse,Ilsa,Ilse,Leesa,Libbie,Libby,Liddy,Lies,Liesa,Liesbeth,Liese,Liesel,Liesje,Liesl,Lijsbeth,Lili,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lilli,Lillia,Lillian,Lilliana,Lillie,Lilly,Lis,Lisbet,Lisbeth,Lise,Liss,Lissi,Liz,Liza,Lizbeth,Lize,Lizette,Lizzie,Lizzy,Tetty"
Lisandro,1,1,
Lisbet,0,1,"Eli,Elisabet,Elisabeth,Elise,Ella,Elsa,Elsie,Lilli,Lilly,Lis,Lisa,Lisbeth,Lise,Liss,Lissi"
Lisbeth,0,1,"Bettina,Eli,Elisa,Elisabet,Elisabeth,Elise,Ella,Elli,Elsa,Else,Elsie,Ilsa,Ilse,Lies,Liesa,Liese,Liesel,Liesl,Lili,Lilli,Lilly,Lis,Lisa,Lisbet,Lise,Liss,Lissi"
Lise,0,1,"Babette,Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Eli,Elisabet,Élisabeth,Elisabeth,Élise,Elise,Eliza,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Else,Elsie,Elyse,Leesa,Libbie,Libby,Liddy,Lili,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lilli,Lillia,Lillian,Lilliana,Lillie,Lilly,Lis,Lisa,Lisbet,Lisbeth,Lisette,Liss,Lissi,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Tetty"
Lisette,0,1,"Babette,Élisabeth,Élise,Elise,Lili,Lise"
Lisha,0,1,"Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Felicia,Lesia,Lyssa"
Lissa,0,1,"Mel,Melina,Melinda,Melissa,Missie,Missy"
Lita,0,1,
Liv,0,1,"Alivia,Liva,Live,Livia,Livvy,Livy,Olivia,Ollie"
Livia,0,1,"Alivia,Liv,Livvy,Livy,Olivia,Ollie"
Liz,0,1,"Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Eliza,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Elsie,Elyse,Leesa,Libbie,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lisa,Lise,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Tetty"
Liza,1,1,"Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Elisabed,Eliso,Eliza,Elizabeth,Elizaveta,Ella,Elle,Ellie,Elly,Elsa,Elsie,Elyse,Leesa,Libbie,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lisa,Lise,Liz,Lizaveta,Lizbeth,Lizette,Lizzie,Lizzy,Tetty,Yelizaveta"
Lizbeth,1,1,"Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Eliza,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Elsie,Elyse,Leesa,Libbie,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lisa,Lise,Liz,Liza,Lizette,Lizzie,Lizzy,Tetty"
Lizette,1,1,"Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Eliza,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Elsie,Elyse,Leesa,Libbie,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lisa,Lise,Liz,Liza,Lizbeth,Lizzie,Lizzy,Tetty"
Lizzie,1,1,"Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Eliza,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Elsie,Elyse,Leesa,Libbie,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzy,Tetty"
Lizzy,0,1,"Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Eliza,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Elsie,Elyse,Leesa,Libbie,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Tetty"
Llewellyn,1,1,"Leolin,Llew,Llewelyn,Llywelyn"
Lloyd,1,1,Loyd
Logan,1,1,
Loida,0,1,
Lois,1,1,
Loki,1,1,Loke
Lola,1,1,"Delora,Delores,Deloris,Dolores,Lolita"
Lolita,0,1,"Dolores,Lola"
Lon,1,1,"Alonzo,Alphonso,Lonnie,Lonny"
London,1,1,Londyn
Londyn,1,1,London
Long,1,0,
Lonnie,1,1,"Alonzo,Alphonso,Lon,Lonny"
Lonny,1,1,"Alonzo,Alphonso,Lon,Lonnie"
Lora,1,1,"Laura,Laureen,Laurene,Laurie,Loreen,Lorene,Loretta,Lori,Lorie,Lorinda,Lorri,Lorrie"
Loraine,1,1,"Laraine,Lorayne,Lori,Lorie,Lorraine,Lorri,Lorrie"
Lorayne,0,1,"Laraine,Loraine,Lori,Lorie,Lorraine,Lorri,Lorrie"
Lore,0,1,"Eleonora,Eleonore,Ella,Leonore,Lorea"
Loreen,0,1,"Laura,Laureen,Laurene,Laurie,Lora,Lorene,Loretta,Lori,Lorie,Lorinda,Lorri,Lorrie"
Lorelei,0,1,
Lorelle,0,1,Laurel
Loren,1,1,"Larrie,Larry,Lauren,Laurence,Laurie,Lauryn,Lawrence,Laz,Lorena,Lorin"
Lorena,1,1,"Lauren,Lauryn,Loren,Lorin"
Lorene,1,1,"Laura,Laureen,Laurene,Laurie,Lora,Loreen,Loretta,Lori,Lorie,Lorinda,Lorri,Lorrie"
Lorenz,1,0,Lenz
Lorenza,1,1,Renza
Lorenzo,1,1,"Enzo,Loris,Renzo"
Loreta,0,1,"Loreto,Loretta"
Loretta,1,1,"Laura,Laureen,Laurene,Lauretta,Laurie,Lora,Loreen,Lorene,Loreta,Loreto,Lori,Lorie,Lorinda,Lorri,Lorrie"
Lorette,0,1,"Laure,Laurette,Laurine"
Lori,1,1,"Laraine,Laura,Laureen,Laurene,Laurie,Lora,Loraine,Lorayne,Loreen,Lorene,Loretta,Lorie,Lorinda,Lorraine,Lorri,Lorrie"
Lorie,1,1,"Laraine,Laura,Laureen,Laurene,Laurie,Lora,Loraine,Lorayne,Loreen,Lorene,Loretta,Lori,Lorinda,Lorraine,Lorri,Lorrie"
Lorin,1,1,"Larrie,Larry,Lauren,Laurence,Laurie,Lauryn,Lawrence,Laz,Loren,Lorena"
Lorinda,0,1,"Laura,Laureen,Laurene,Laurie,Lora,Loreen,Lorene,Loretta,Lori,Lorie,Lorri,Lorrie"
Loris,1,1,"Enzo,Lorenzo,Renzo"
Lorita,0,1,
Lorn,1,0,Lorne
Lorna,1,1,
Lorne,1,1,
Lorraine,1,1,"Laraine,Loraine,Lorayne,Lori,Lorie,Lorri,Lorrie"
Lorri,0,1,"Laraine,Laura,Laureen,Laurene,Laurie,Lora,Loraine,Lorayne,Loreen,Lorene,Loretta,Lori,Lorie,Lorinda,Lorraine,Lorrie"
Lorrie,1,1,"Laraine,Laura,Laureen,Laurene,Laurie,Lora,Loraine,Lorayne,Loreen,Lorene,Loretta,Lori,Lorie,Lorinda,Lorraine,Lorri"
Lottie,1,1,"Charla,Charlee,Charleigh,Charley,Charli,Charlie,Charlotta,Charlotte,Liselotte,Lotta,Lotte,Tottie,Totty"
Lotus,1,1,
Lou,1,1,"Lewis,Loïc,Louella,Louie,Louis,Louisa,Louise,Louisette,Ludovic,Luella,Lula"
Louella,0,1,"Lou,Louisa,Louise,Luella,Lula"
Louie,1,1,"Lewis,Lou,Louis"
Louis,1,1,"Lew,Lewis,Loïc,Lou,Louie,Ludovic"
Louisa,1,1,"Lou,Louise,Luise,Lula,Lulu"
Louise,1,1,"Lo,Lou,Louella,Louisa,Louisette,Lova,Lovisa,Lovise,Luella,Luise,Lula,Lulu"
Lourdes,1,1,
Love,1,1,
Lovell,1,1,
Lowell,1,1,
Loyd,1,1,Lloyd
Lu,1,1,
Luan,1,1,
Luana,0,1,"Luann,Luanne"
Luann,1,1,"Luana,Luanne"
Luanna,0,1,"Luana,Luann,Luanne"
Luanne,0,1,"Luana,Luann"
Luba,0,1,"Liouba,Lioubov,Liubov,Lubov,Lyuba,Lyubochka,Lyubov"
Luc,1,0,Lucas
Luca,1,1,Lúcia
Lucas,1,1,"Loek,Luc,Lucky,Luke,Luuk"
Lucetta,0,1,"Luce,Lucia"
Lucia,1,1,"Luce,Lucetta,Lucilla,Luzia"
Lucian,1,1,
Luciana,0,1,
Luciano,1,0,
Lucie,0,1,"Luce,Lucette,Lucille"
Lucien,1,1,
Lucienne,0,1,
Lucila,0,1,"Lucía,Luz"
Lucile,1,1,"Luce,Lucie,Lucille"
Lucilla,0,1,"Luce,Lucia"
Lucille,1,1,"Luce,Lucie,Lucile"
Lucina,0,1,
Lucinda,1,1,Cindy
